plant_number,plant_ID,stress
plant1,Col-0,100
plant2,Col-0,100
plant3,Col-0,100
plant4,Col-0,100
plant5,Col-0,100
plant6,Col-0,100
plant7,Col-0,100
plant8,Col-0,100
plant9,Col-0,100
plant10,Col-0,100
plant11,Col-0,100
plant12,Col-0,100
plant13,Col-0,100
plant14,Col-0,100
plant15,Col-0,100
plant16,Col-0,100
plant17,Col-0,100
plant18,Col-0,100
plant19,Col-0,100
plant20,Col-0,100
plant21,Col-0,100
plant22,Col-0,100
plant23,Col-0,100
plant24,Col-0,100
