image_name,Area (mm^2),Uncertainty (mm^2)
plant1,2.4323902427043946,0.07807725136037325
plant2,2.4055006223336415,0.07721412191189377
plant3,2.457039061377585,0.07886845335481278
plant4,2.7136108557485232,0.08710414684238785
