plant_number,plant_ID,stress
plant1,Col-0,25
plant2,Col-0,25
plant3,Col-0,25
plant4,Col-0,25
plant5,Col-0,25
plant6,Col-0,25
plant7,Col-0,25
plant8,Col-0,25
plant9,Col-0,25
plant10,Col-0,25
plant11,Col-0,25
plant12,Col-0,25
plant13,Col-0,25
plant14,Col-0,25
plant15,Col-0,25
plant16,Col-0,25
plant17,Col-0,25
plant18,Col-0,25
plant19,Col-0,25
plant20,Col-0,25
plant21,Col-0,25
plant22,Col-0,25
plant23,Col-0,25
plant24,Col-0,25
